video_inference_id,class_name,confidence,x1,y1,x2,y2
1,"['green', 'green', 'green', 'green', 'green', 'green', 'green', 'green', 'green', 'green', 'green', 'green', 'green', 'green', 'green', 'green', 'green', 'green', 'green', 'green', 'green', 'green', 'green', 'green', 'green', 'green', 'green']","[Decimal('0.80081'), Decimal('0.82794'), Decimal('0.84451'), Decimal('0.82974'), Decimal('0.83715'), Decimal('0.85256'), Decimal('0.85774'), Decimal('0.85089'), Decimal('0.83593'), Decimal('0.8484'), Decimal('0.75286'), Decimal('0.76411'), Decimal('0.77478'), Decimal('0.75222'), Decimal('0.78481'), Decimal('0.79116'), Decimal('0.75891'), Decimal('0.76648'), Decimal('0.78814'), Decimal('0.79728'), Decimal('0.7808'), Decimal('0.78886'), Decimal('0.81613'), Decimal('0.75886'), Decimal('0.76056'), Decimal('0.76586'), Decimal('0.81398')]","[Decimal('858.98566'), Decimal('863.14801'), Decimal('863.88684'), Decimal('862.71863'), Decimal('860.94672'), Decimal('863.24103'), Decimal('861.45557'), Decimal('862.00256'), Decimal('861.85217'), Decimal('861.15125'), Decimal('862.04077'), Decimal('869.67206'), Decimal('870.31714'), Decimal('884.44208'), Decimal('885.13751'), Decimal('884.47577'), Decimal('898.56793'), Decimal('933.35651'), Decimal('933.2157'), Decimal('932.16998'), Decimal('933.20154'), Decimal('934.13892'), Decimal('934.41931'), Decimal('933.36108'), Decimal('933.73224'), Decimal('932.76617'), Decimal('933.27466')]","[Decimal('0.0'), Decimal('0.0'), Decimal('0.0'), Decimal('0.0'), Decimal('0.0'), Decimal('0.0'), Decimal('0.0'), Decimal('0.0'), Decimal('0.0'), Decimal('0.0'), Decimal('0.0'), Decimal('0.0'), Decimal('0.0'), Decimal('0.0'), Decimal('0.0'), Decimal('0.0'), Decimal('0.0'), Decimal('3.62663'), Decimal('3.2726'), Decimal('2.18861'), Decimal('2.32594'), Decimal('3.52505'), Decimal('1.63499'), Decimal('1.79384'), Decimal('2.49477'), Decimal('2.90309'), Decimal('2.60413')]","[Decimal('1232.67236'), Decimal('1235.97461'), Decimal('1233.61194'), Decimal('1239.83386'), Decimal('1236.64551'), Decimal('1233.39148'), Decimal('1238.39526'), Decimal('1236.98645'), Decimal('1237.65125'), Decimal('1237.75232'), Decimal('1235.42432'), Decimal('1229.89575'), Decimal('1234.25977'), Decimal('1255.12317'), Decimal('1264.51733'), Decimal('1262.08032'), Decimal('1260.41479'), Decimal('1298.22754'), Decimal('1297.74866'), Decimal('1294.83887'), Decimal('1304.48682'), Decimal('1303.02905'), Decimal('1297.9696'), Decimal('1299.60205'), Decimal('1301.46216'), Decimal('1303.22632'), Decimal('1299.64417')]","[Decimal('696.72205'), Decimal('697.85443'), Decimal('695.99194'), Decimal('698.81427'), Decimal('698.30981'), Decimal('695.90356'), Decimal('702.54395'), Decimal('699.36407'), Decimal('697.36243'), Decimal('696.23383'), Decimal('695.32849'), Decimal('675.95923'), Decimal('673.53882'), Decimal('689.27899'), Decimal('688.12292'), Decimal('684.85516'), Decimal('669.1192'), Decimal('642.76691'), Decimal('644.52698'), Decimal('649.6037'), Decimal('643.98114'), Decimal('645.56451'), Decimal('647.18506'), Decimal('643.89795'), Decimal('642.49707'), Decimal('646.53766'), Decimal('648.83167')]"
